director_name,genres,movie_title,actor_1_name,actor_2_name,actor_3_name
Martin McDonagh,Comedy Crime Drama,in bruges,Elizabeth Berrington,Anna Madeley,Eric Godon
Tina Gordon Chism,Comedy Romance,peeples,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll
Peter Cattaneo,Comedy Music,the rocker,Emma Stone,Bradley Cooper,Josh Gad
Vicky Jenson,Comedy Romance,post grad,J.K. Simmons,Zach Gilford,Bobby Coleman
Gus Van Sant,Drama,promised land,Matt Damon,Hal Holbrook,Terry Kinney
Woody Allen,Comedy Romance,whatever works,Larry David,Michael McKean,Conleth Hill
Mary Lambert,Drama Mystery Thriller,the in crowd,Matthew Settle,Susan Ward,A.J. Buckley
Tommy Lee Jones,Adventure Crime Drama Mystery Western,three burials,Levon Helm,Dwight Yoakam,Guillermo Arriaga
Peter Kassovitz,Drama War,jakob the liar,Robin Williams,Mark Margolis,Michael Jeter
Shane Black,Comedy Crime Mystery,kiss kiss bang bang,Robert Downey Jr.,Corbin Bernsen,Larry Miller
Rodman Flender,Comedy Fantasy Horror Thriller,idle hands,Vivica A. Fox,Fred Willard,Elden Henson
David Lynch,Drama Mystery Thriller,mulholland drive,Naomi Watts,Robert Forster,Laura Harring
Katja von Garnier,Drama Fantasy Horror Romance,blood and chocolate,Olivier Martinez,Agnes Bruckner,Chris Geere
Woody Allen,Comedy Drama Romance,you will meet a tall dark stranger,Anthony Hopkins,Naomi Watts,Ewen Bremner
Mark Romanek,Drama Romance Sci-Fi,never let me go,Andrew Garfield,Charlie Rowe,Charlotte Rampling
unknown,Drama History Thriller,the company            ,Anna Silk,Tom Hollander,Alessandro Nivola
Brad Anderson,Crime Drama Mystery Thriller,transsiberian,Thomas Kretschmann,Eduardo Noriega,Mac McDonald
Michael Chapman,Adventure Drama Fantasy,the clan of the cave bear,Curtis Armstrong,Pamela Reed,Mike Muscat
Antonio Banderas,Comedy Crime Drama,crazy in alabama,Meat Loaf,Elizabeth Perkins,Noah Emmerich
Michael Haneke,Crime Drama Horror Thriller,funny games,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet
Khalil Sullins,Drama Sci-Fi Thriller,listening,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger
Atom Egoyan,Drama Thriller,felicia's journey,Bob Hoskins,Elaine Cassidy,Gerard McSorley
Fritz Lang,Drama Sci-Fi,metropolis,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge
Pierre Morel,Action Crime Thriller,district b13,David Belle,Cyril Raffaelli,Dany Verissimo-Petit
Gary Fleder,Crime Drama,things to do in denver when you're dead,Steve Buscemi,Bill Cobbs,Treat Williams
Hsiao-Hsien Hou,Action Drama,the assassin,Qi Shu,Chen Chang,Satoshi Tsumabuki
Gregor Jordan,Comedy Crime Drama Thriller War,buffalo soldiers,Dean Stockwell,Scott Glenn,Leon
Andrey Zvyagintsev,Drama Mystery Thriller,the return,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina
Tony Jaa,Action,ong-bak 2,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang
Neil Marshall,Action Adventure Drama History Thriller War,centurion,Michael Fassbender,JJ Feild,Dave Legeno
Russell Mulcahy,Action Drama Thriller,silent trigger,Christopher Heyerdahl,Gina Bellman,Conrad Dunn
Ryûhei Kitamura,Fantasy Horror Mystery,the midnight meat train,Bradley Cooper,Brooke Shields,Leslie Bibb
Darrell Roodt,Biography Drama History,winnie mandela,Jennifer Hudson,Wendy Crewson,Aubrey Poo
Dito Montiel,Crime Drama Thriller,the son of no one,Channing Tatum,Al Pacino,Tracy Morgan
Stefan Ruzowitzky,Action Comedy Drama War,all the queen's men,Eddie Izzard,Udo Kier,Edward Fox
Jake Paltrow,Comedy Drama Fantasy Music Romance,the good night,Stephen Graham,Gael Le Cornec,Keith Allen
Juraj Jakubisko,Biography Drama Fantasy History,bathory: countess of blood,Anna Friel,Hans Matheson,Franco Nero
Anthony Silverston,Adventure Animation Family,khumba,Liam Neeson,Steve Buscemi,Loretta Devine
Gabe Ibáñez,Action Sci-Fi Thriller,automata,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith
Gerry Lively,Action Adventure Fantasy,dungeons & dragons: wrath of the dragon god,Bruce Payne,Lucy Gaskell,Steven Elder
Daniele Luchetti,Biography,chiamatemi francesco - il papa della gente,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere
Tung-Shing Yee,Action Crime Drama Thriller,shinjuku incident,Bingbing Fan,Daniel Wu,Yasuaki Kurata
Julien Temple,Biography Drama,pandaemonium,Samantha Morton,Dexter Fletcher,Linus Roache
Harold Ramis,Comedy Fantasy Romance,groundhog day,Bill Murray,Chris Elliott,Willie Garson
Gregory Jacobs,Comedy Drama Music,magic mike xxl,Matt Bomer,Channing Tatum,Kevin Nash
Baz Luhrmann,Drama Romance,romeo + juliet,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy
Gilles Paquet-Brenner,Drama War,sarah's key,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj
Peter Cousens,Drama Family Music,freedom,Sharon Leal,David Rasche,Bart Shatto
Clint Eastwood,Drama Western,unforgiven,Clint Eastwood,Morgan Freeman,Frances Fisher
Lars von Trier,Drama,manderlay,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr
Danny Boyle,Drama Romance,slumdog millionaire,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar
Adrian Lyne,Drama Romance Thriller,fatal attraction,Fred Gwynne,Lois Smith,Anne Archer
Garry Marshall,Comedy Romance,pretty woman,Julia Roberts,Hector Elizondo,Jason Alexander
John Blanchard,Comedy,towering inferno            ,Martin Short,Andrea Martin,Joe Flaherty
John Cornell,Action Adventure Comedy,crocodile dundee ii,Paul Hogan,Linda Kozlowski,John Meillon
Vidhu Vinod Chopra,Action Crime Drama Mystery Thriller,broken horses,María Valverde,Chris Marquette,Chad Bishop
Oliver Stone,Biography Drama War,born on the fourth of july,Tom Cruise,Tom Berenger,Stephen Baldwin
Jon Turteltaub,Adventure Comedy Family Sport,cool runnings,Doug E. Doug,Leon,Malik Yoba
Patrick Lussier,Horror Thriller,my bloody valentine,Jensen Ackles,Jaime King,Edi Gathegi
Ole Bornedal,Horror Thriller,the possession,Kyra Sedgwick,Madison Davenport,Natasha Calis
Ted Kotcheff,Action Adventure Drama,first blood,Sylvester Stallone,Brian Dennehy,Chris Mulkey
Sylvain White,Drama Music Romance,stomp the yard,Chris Brown,Laz Alonso,Harry Lennix
Lewis Gilbert,Action Adventure Sci-Fi Thriller,the spy who loved me,Caroline Munro,Desmond Llewelyn,Barbara Bach
unknown,Documentary,ghost hunters            ,Amy Bruni,Steve Gonsalves,Jason Hawes
Jamie Blanks,Horror Mystery Thriller,urban legend,Alicia Witt,Loretta Devine,Julian Richings
Stephen Frears,Drama Romance,dangerous liaisons,Keanu Reeves,Peter Capaldi,Swoosie Kurtz
Tyler Perry,Comedy Drama Romance,good deeds,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy
Randal Kleiser,Adventure Drama,white fang,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan
Bruce McCulloch,Comedy Romance,superstar,Will Ferrell,Elaine Hendrix,Molly Shannon
Phyllida Lloyd,Biography Drama History,the iron lady,Meryl Streep,Jim Broadbent,Olivia Colman
Mike Nawrocki,Adventure Animation Comedy Drama Family Musical,jonah: a veggietales movie,Phil Vischer,Mike Nawrocki,Shelby Vischer
John Singleton,Drama Romance,poetic justice,Janet Jackson,Khandi Alexander,Maya Angelou
Kevin Bray,Action Comedy Crime Thriller,all about the benjamins,Mike Epps,Roger Guenveur Smith,Gino Salvano
Wes Craven,Comedy Fantasy Horror Romance,vampire in brooklyn,John Witherspoon,W. Earl Brown,Allen Payne
John Boorman,Horror,exorcist ii: the heretic,Linda Blair,Richard Burton,Ned Beatty
Courtney Solomon,Horror Mystery Thriller,an american haunting,Sissy Spacek,James D'Arcy,Vernon Dobtcheff
David Zucker,Comedy Romance,my boss's daughter,Carmen Electra,Tyler Labine,Molly Shannon
David Twohy,Adventure Mystery Thriller,a perfect getaway,Chris Hemsworth,Milla Jovovich,Marley Shelton
Rick Famuyiwa,Comedy Romance,our family wedding,America Ferrera,Lance Gross,Lupe Ontiveros
Alan Cohn,Comedy,dead man on campus,Alyson Hannigan,Linda Cardellini,Poppy Montgomery
Franco Zeffirelli,Comedy Drama War,tea with mussolini,Lily Tomlin,Joan Plowright,Paolo Seganti
Tom Holland,Fantasy Horror,thinner,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer
Martin Scorsese,Drama Music Musical Romance,"new york, new york",Robert De Niro,Liza Minnelli,Mary Kay Place
Spike Lee,Comedy Drama,crooklyn,Alfre Woodard,Delroy Lindo,Isaiah Washington
Chris Rock,Comedy Drama Romance,i think i love my wife,Steve Buscemi,Eliza Coupe,Wendell Pierce
James Isaac,Action Horror Sci-Fi Thriller,jason x,Peter Mensah,Kane Hodder,Lexa Doig
Shawn Levy,Adventure Comedy Family,big fat liar,Frankie Muniz,Donald Faison,Lee Majors
Emilio Estevez,Drama History,bobby,Anthony Hopkins,Nick Cannon,Brian Geraghty
Mark Waters,Comedy Mystery Romance,head over heels,Monica Potter,Ivana Milicevic,China Chow
Josh Schwartz,Adventure Comedy,fun size,Thomas McDonell,Jackson Nicoll,Osric Chau
Julian Schnabel,Biography Drama,the diving bell and the butterfly,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé
Todd Field,Drama Romance,little children,Kate Winslet,Noah Emmerich,Jane Adams
Davis Guggenheim,Drama Mystery Thriller,gossip,Norman Reedus,Sharon Lawrence,Noam Jenkins
Tony Goldwyn,Drama,a walk on the moon,Viggo Mortensen,Julie Kavner,Tovah Feldshuh
Phillip Noyce,Biography Drama History,catch a fire,Derek Luke,Terry Pheto,Bonnie Henna
Stephen Carpenter,Drama Horror Mystery Thriller,soul survivors,Melissa Sagemiller,Angela Featherstone,Candace Kroslak
James Ivory,Biography Drama History Romance,jefferson in paris,Seth Gilliam,Todd Boyce,Nigel Whitmey
Stephan Elliott,Comedy Romance,easy virtue,Colin Firth,Kristin Scott Thomas,Kris Marshall
James Fargo,Action Adventure History,caravans,Christopher Lee,Joseph Cotten,Behrouz Vossoughi
Mike Leigh,Biography Drama History,mr. turner,Lesley Manville,Ruth Sheen,Karl Johnson
Alain Resnais,Drama Romance,wild grass,Mathieu Amalric,Sara Forestier,Edouard Baer
Costa-Gavras,Biography Crime Drama War,amen.,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe
Chao-Bin Su,Action,reign of assassins,Woo-sung Jung,Shawn Yue,Kelly Lin
Neil Burger,Comedy Drama War,the lucky ones,John Heard,Katherine LaNasa,Mark L. Young
Kenneth Lonergan,Drama,margaret,Matt Damon,Kieran Culkin,John Gallagher Jr.
Bo Zenga,Comedy Horror,stan helsing,Steve Howey,Kenan Thompson,Diora Baird
Rob Reiner,Comedy Drama Romance,flipped,Madeline Carroll,Rebecca De Mornay,Aidan Quinn
Ang Lee,Drama Romance,brokeback mountain,Jake Gyllenhaal,Heath Ledger,Anne Hathaway
Jonathan Liebesman,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles,Noel Fisher,Danny Woodburn,Jeremy Howard
Amy Heckerling,Comedy Romance,clueless,Donald Faison,Dan Hedaya,Elisa Donovan
Todd Haynes,Drama Romance,far from heaven,Dennis Quaid,Celia Weston,Michael Gaston
Steve Pink,Comedy Sci-Fi,hot tub time machine 2,Adam Scott,Gillian Jacobs,Collette Wolfe
unknown,Drama,dekalog            ,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz
Philip Kaufman,Biography Drama,quills,Kate Winslet,Stephen Marcus,Amelia Warner
Martin McDonagh,Comedy Crime,seven psychopaths,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg
Kasi Lemmons,Crime Drama Music Mystery Thriller,the caveman's valentine,Colm Feore,Tamara Tunie,Aunjanue Ellis
unknown,Action Crime Drama Thriller,the border            ,Jacek Koman,Marian Dziedziel,Jaroslaw Boberek
Oliver Hirschbiegel,Biography Drama History War,downfall,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara
Alejandro Amenábar,Biography Drama Romance,the sea inside,Belén Rueda,Lola Dueñas,Tamar Novas
Jonathan Glazer,Drama Horror Sci-Fi Thriller,under the skin,Scarlett Johansson,Paul Brannigan,Alison Chand
Barry Levinson,Biography Comedy Drama War,"good morning, vietnam",Robin Williams,J.T. Walsh,Bruno Kirby
Hyung-rae Shim,Comedy,the last godfather,Jason Mewes,Stephanie Danielson,Michael Rispoli
Jon M. Chu,Documentary Music,justin bieber: never say never,Usher Raymond,Sean Kingston,Boys II Men
Darren Aronofsky,Drama Thriller,black swan,Natalie Portman,Mila Kunis,Mark Margolis
José Padilha,Action Crime Sci-Fi Thriller,robocop,Gary Oldman,Abbie Cornish,Jennifer Ehle
Francis Ford Coppola,Crime Drama,the godfather: part ii,Robert De Niro,Al Pacino,Robert Duvall
Thomas Carter,Drama Music Romance,save the last dance,Sean Patrick Thomas,Terry Kinney,Fredro Starr
Renny Harlin,Fantasy Horror Thriller,a nightmare on elm street 4: the dream master,Tuesday Knight,Rodney Eastman,Brooke Bundy
Patricia Riggen,Drama,miracles from heaven,Jennifer Garner,Brighton Sharbino,Martin Henderson
Danny Leiner,Comedy Mystery,"dude, where's my car?",Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff
Christopher Cain,Action Crime Drama Thriller Western,young guns,Jack Palance,Patrick Wayne,Brian Keith
Theodore Melfi,Comedy Drama,st. vincent,Bill Murray,Naomi Watts,Reg E. Cathey
Steve Pink,Comedy Romance,about last night,Joe Lo Truglio,Regina Hall,Bryan Callen
Gil Junger,Comedy Drama Romance,10 things i hate about you,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan
Ed Decter,Comedy,the new guy,Zooey Deschanel,Eddie Griffin,Gene Simmons
Gene Quintano,Action Comedy Crime,loaded weapon 1,Jon Lovitz,Lin Shaye,Bill Nunn
Jaume Collet-Serra,Drama Horror Thriller,the shallows,Óscar Jaenada,Brett Cullen,Sedona Legge
Eric Bress,Sci-Fi Thriller,the butterfly effect,Logan Lerman,Eric Stoltz,Cameron Bright
Chris Koch,Adventure Comedy Family,snow day,Chris Elliott,Mark Webber,Jean Smart
Preston A. Whitmore II,Comedy Drama Romance,this christmas,Mekhi Phifer,Chris Brown,Loretta Devine
Bob Clark,Comedy Crime Family Sci-Fi,baby geniuses,Kathleen Turner,Dom DeLuise,Ruby Dee
Kirk Wong,Action Comedy Crime Thriller,the big hit,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.
Bronwen Hughes,Comedy Drama Family,harriet the spy,Gregory Smith,Eartha Kitt,Charlotte Sullivan
John Lafia,Fantasy Horror,child's play 2,Jenny Agutter,Beth Grant,Greg Germann
Sam Miller,Crime Thriller,no good deed,Leslie Bibb,Kate del Castillo,Henry Simmons
Frank Darabont,Horror,the mist,Toby Jones,Alexa Davalos,Jeffrey DeMunn
Alex Garland,Drama Mystery Sci-Fi Thriller,ex machina,Elina Alminas,Sonoya Mizuno,Corey Johnson
Spike Jonze,Comedy Drama Fantasy,being john malkovich,Willie Garson,Orson Bean,Mary Kay Place
Mark Brown,Comedy Romance,two can play that game,Mo'Nique,Vivica A. Fox,Tamala Jones
Dave Green,Adventure Family Sci-Fi,earth to echo,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford
John Stockwell,Drama Romance,crazy/beautiful,Kirsten Dunst,Jay Hernandez,Rolando Molina
Clint Eastwood,Drama History War,letters from iwo jima,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura
Michael Polish,Adventure Drama Sci-Fi,the astronaut farmer,J.K. Simmons,Virginia Madsen,Bruce Dern
Daisy von Scherler Mayer,Comedy Romance,woo,LL Cool J,Jada Pinkett Smith,Dave Chappelle
Lenny Abrahamson,Drama,room,Joan Allen,Jacob Tremblay,Cas Anvar
Bob Saget,Comedy,dirty work,Don Rickles,Jack Warden,Traylor Howard
John Waters,Comedy Crime Thriller,serial mom,Kathleen Turner,Sam Waterston,Traci Lords
Andrew Fleming,Comedy,dick,Ryan Reynolds,Will Ferrell,Kirsten Dunst
Niels Arden Oplev,Action Crime Mystery Thriller,del 1 - män som hatar kvinnor            ,Michael Nyqvist,David Dencik,Lena Endre
Craig Bolotin,Drama Thriller,light it up,Rosario Dawson,Vanessa Williams,Robert Ri'chard
Mark Christopher,Drama Music,54,Salma Hayek,Ellen Albertini Dow,Sela Ward
Blair Hayes,Adventure Comedy Romance Sci-Fi,bubble boy,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton
Jez Butterworth,Comedy Crime Thriller,birthday girl,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin
Jon Lucas,Comedy,21 & over,Justin Chon,Josie Loren,Sarah Wright
Olivier Assayas,Comedy Drama Romance,"paris, je t'aime",Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno
Rod Lurie,Drama Sport,resurrecting the champ,Harry Lennix,Kathryn Morris,Peter Coyote
Paul Weitz,Comedy Drama Romance,admission,Tina Fey,Sarita Choudhury,Christopher Evan Welch
Patrice Leconte,Drama Romance,the widow of saint-pierre,Emir Kusturica,Daniel Auteuil,Yves Jacques
Atom Egoyan,Drama Mystery Romance Thriller,chloe,Liam Neeson,Meghan Heffern,Natalie Lisinska
Paul Mazursky,Comedy Crime Drama,faithful,Chazz Palminteri,Ryan O'Neal,Paul Mazursky
Jim Sheridan,Drama Thriller,brothers,Natalie Portman,Jake Gyllenhaal,Ethan Suplee
Sidney Lumet,Biography Comedy Crime Drama,find me guilty,Peter Dinklage,Vin Diesel,Alex Rocco
Stephen Chbosky,Drama Romance,the perks of being a wallflower,Logan Lerman,Ezra Miller,Kate Walsh
Jon Hess,Action,excessive force,Burt Young,Ian Gomez,Thomas Ian Griffith
Douglas McGrath,Biography Crime Drama,infamous,Toby Jones,Isabella Rossellini,Hope Davis
Michael Winterbottom,Drama Romance Western,the claim,Milla Jovovich,Sarah Polley,Shirley Henderson
Mark Neveldine,Horror Thriller,the vatican tapes,Djimon Hounsou,Alison Lohman,Dougray Scott
Joe Cornish,Action Comedy Sci-Fi Thriller,attack the block,John Boyega,Luke Treadaway,Jodie Whittaker
Angelina Jolie Pitt,Drama Romance War,in the land of blood and honey,Jelena Jovanova,Nikola Djuricko,Branko Djuric
Brad Anderson,Crime Thriller,the call,Michael Imperioli,Tara Platt,Roma Maffia
John H. Lee,Action Drama History War,operation chromite,Liam Neeson,Dean Dawson,Jung-jae Lee
John Stainton,Action Adventure Comedy Family,the crocodile hunter: collision course,Steve Irwin,Aden Young,Steve Bastoni
Glenn Ficarra,Biography Comedy Crime Drama Romance,i love you phillip morris,Dameon Clarke,Louis Herthum,Annie Golden
Jean-Jacques Annaud,Adventure Drama History,quest for fire,Rae Dawn Chong,Everett McGill,Gary Schwartz
Denzel Washington,Biography Drama,antwone fisher,Denzel Washington,Kevin Connolly,Derek Luke
Michael Hoffman,Drama,the emperor's club,Gabriel Millman,Embeth Davidtz,Rob Morrow
Tony Scott,Action Crime Drama Romance Thriller,true romance,Brad Pitt,Gary Oldman,Michael Rapaport
Benedek Fliegauf,Drama Romance Sci-Fi,womb,Eva Green,Matt Smith,Hannah Murray
James Foley,Crime Drama Mystery,glengarry glen ross,Kevin Spacey,Al Pacino,Jude Ciccolella
Michael Winterbottom,Crime Drama Thriller,the killer inside me,Liam Aiken,Ned Beatty,Jay R. Ferguson
Paul Schrader,Fantasy Horror Thriller,cat people,Ed Begley Jr.,Ruby Dee,John Heard
Stewart Hendler,Horror Mystery,sorority row,Julian Morris,Margo Harshman,Rumer Willis
John Cromwell,Adventure Drama Romance,the prisoner of zenda,David Niven,Mary Astor,Ronald Colman
Craig Gillespie,Comedy Drama Romance,lars and the real girl,Ryan Gosling,Kelli Garner,Paul Schneider
Mark Herman,Drama War,the boy in the striped pajamas,Richard Johnson,Sheila Hancock,Cara Horgan
Lars von Trier,Crime Drama Musical,dancer in the dark,Catherine Deneuve,Udo Kier,Björk
Gillian Armstrong,Drama Romance,oscar and lucinda,Tom Wilkinson,Richard Roxburgh,Clive Russell
Abel Ferrara,Crime Drama,the funeral,Isabella Rossellini,Vincent Gallo,Gretchen Mol
Brian Koppelman,Comedy Drama Romance,solitary man,Jenna Fischer,David Costabile,Richard Schiff
Ethan Maniquis,Action Crime Thriller,machete,Robert De Niro,Don Johnson,Cheech Marin
George Hickenlooper,Biography Comedy Crime Drama,casino jack,Kevin Spacey,Eric Schweig,Christian Campbell
Don Bluth,Adventure Animation Family,the land before time,Judith Barsi,Gabriel Damon,Bill Erwin
Je-kyu Kang,Action Drama War,tae guk gi: the brotherhood of war,Min-sik Choi,Bin Won,Dong-gun Jang
William Dear,Comedy Drama Family Sport,the perfect game,Clifton Collins Jr.,Cheech Marin,Bruce McGill
William Friedkin,Horror,the exorcist,Ellen Burstyn,Linda Blair,Lee J. Cobb
Steven Spielberg,Adventure Drama Thriller,jaws,Roy Scheider,Robert Shaw,Murray Hamilton
Paul Weitz,Comedy,american pie,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne
Stéphane Aubier,Animation Comedy Crime Drama Family,ernest & celestine,Mackenzie Foy,Megan Mullally,Lambert Wilson
